01 Año,02 Mes,04 Id Cargo,03 Orden,05 Puesto,06 Id,07 Valor,08 KPI,09 Resultado,10 Objetivo,11 Valor Real,12 Calificacion,13 Tendencia,14 Parametros,15 Suma Valor,16 Suma Calificacion,17 Calificacion General
2026,17,305,3,JEFATURA DE DESARROLLO ACCESORIOS,3503,,CUMPLIMIENTO EN EL CALENDARIO DE LIBERACIONES <BR> VS. CALENDARIO ESTABLECIDO ACCESORIOS ( SEMESTRAL ),NA , , ,,0,,58,50.6,87.2 %
2026,17,305,11,JEFATURA DE DESARROLLO ACCESORIOS,101 de,10,AUDITORIAS INTERNAS DE DESARROLLO ACCESORIOS,90.1 % ,85 % ,90.1 % ,9,3,Mayor al 85 %,58,50.6,87.2 %
2026,17,401,3,JEFATURA DE CAPITAL HUMANO,4103,15,CUMPLIMIENTO DE NORMATIVA LEGAL EN SEGURIDAD E HIGIENE,83.7 % ,80 % ,83.7 % ,12.5,3,Mayor al 80 %,95,78.1,82.2 %
2026,17,401,1,JEFATURA DE CAPITAL HUMANO,4101,30,CUMPLIMIENTO DEL TIEMPO DE CONTRATACIÓN (= 15 DÍAS HÁBILES),13.3 días hab. ,15 días hab. ,100 % ,30,2,,95,78.1,82.2 %
2026,17,401,2,JEFATURA DE CAPITAL HUMANO,4102,20,TOTAL DE CAPACITACIONES REALIZADAS VS CAPACITACIONES PLANEADAS,100 % ,90 % ,100 % ,20,1,Mayor al 90 %,95,78.1,82.2 %
2026,17,401,4,JEFATURA DE CAPITAL HUMANO,4104,10,AUDITORIAS DE 5´S EJECUTADAS VS PROGRAMADAS,89.4 % ,95 % ,60 % ,6,3,95 %  -  100 %<BR>90 %  -  80 %<BR>85 %  -  60 %,95,78.1,82.2 %
2026,17,401,7,JEFATURA DE CAPITAL HUMANO,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,2.3 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,95,78.1,82.2 %
2026,17,401,8,JEFATURA DE CAPITAL HUMANO,1005,,GPTW,NA , , ,,0,,95,78.1,82.2 %
2026,17,401,5,JEFATURA DE CAPITAL HUMANO,101 ea,10,AUDITORIAS INTERNAS DE CAPITAL HUMANO,39.5 % ,85 % ,39.5 % ,0,5,Mayor al 85 %,95,78.1,82.2 %
2026,17,401,6,JEFATURA DE CAPITAL HUMANO,102 u,5,"AUDITORIA DE 5'S EN EL ÁREA DE CAPITAL HUMANO",92 % ,100 % ,92 % ,4.6,3,Resultado Logrado,95,78.1,82.2 %
2026,17,402,4,JEFATURA DE GESTION DE CALIDAD,102 v,5,"AUDITORIA DE 5'S EN EL ÁREA DE GESTION DE CALIDAD",96 % ,100 % ,96 % ,4.8,3,Resultado Logrado,75,70.1,93.5 %
2026,17,402,3,JEFATURA DE GESTION DE CALIDAD,101 eb,,AUDITORIAS INTERNAS DE SISTEMAS DE GESTIÓN,NA , , ,,0,,75,70.1,93.5 %
2026,17,402,2,JEFATURA DE GESTION DE CALIDAD,4202,25,INDICE DE PROCESOS DOCUMENTADOS VS PROCESOS PLANEADOS,93.2 % ,85 % ,93.2 % ,23.3,3,Mayor al 85 %,75,70.1,93.5 %
2026,17,402,1,JEFATURA DE GESTION DE CALIDAD,4201,40,CUMPLIMIENTO DE AUDITORIAS INTERNAS,92.5 % ,85 % ,92.5 % ,37,3,Mayor al 85 %,75,70.1,93.5 %
2026,17,402,5,JEFATURA DE GESTION DE CALIDAD,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,2.3 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,75,70.1,93.5 %
2026,17,402,6,JEFATURA DE GESTION DE CALIDAD,1005,,GPTW,NA , , ,,0,,75,70.1,93.5 %
2026,17,306,14,JEFATURA DE INGENIERÍA DE PROCESOS,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,3.8 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,85,68.6,80.7 %
2026,17,306,15,JEFATURA DE INGENIERÍA DE PROCESOS,1005,,GPTW,NA , , ,,0,,85,68.6,80.7 %
2026,17,306,1,JEFATURA DE INGENIERÍA DE PROCESOS,3601,,CUMPLIMIENTO DEL PROGRAMA DE <BR> PROYECTOS DE MEJORA CONTINUA ( RESULTADO TRIMESTRAL ),NA , , ,,0,,85,68.6,80.7 %
2026,17,306,10,JEFATURA DE INGENIERÍA DE PROCESOS,3312,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CHAMARRAS ),1.38 pzs/hom ,1.12 pzs/hom ,100 % ,5,1,,85,68.6,80.7 %
2026,17,306,4,JEFATURA DE INGENIERÍA DE PROCESOS,3308,5,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BILLETERAS,$ 117.78 ,$ 124.01 ,100 % ,5,2,,85,68.6,80.7 %
2026,17,306,5,JEFATURA DE INGENIERÍA DE PROCESOS,3313,10,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CHAMARRAS,$ 463.48 ,$ 529.21 ,100 % ,10,2,,85,68.6,80.7 %
2026,17,306,11,JEFATURA DE INGENIERÍA DE PROCESOS,3317,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BOLSAS ),1.68 pzs/hom ,1.60 pzs/hom ,100 % ,5,1,,85,68.6,80.7 %
2026,17,306,9,JEFATURA DE INGENIERÍA DE PROCESOS,3307,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( BILLETERAS ),4.35 pzs/hom ,4.19 pzs/hom ,100 % ,5,1,,85,68.6,80.7 %
2026,17,306,2,JEFATURA DE INGENIERÍA DE PROCESOS,3102,10,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA DE BOTAS,$ 250.69 ,$ 239.01 ,60 % ,6,3,,85,68.6,80.7 %
2026,17,306,7,JEFATURA DE INGENIERÍA DE PROCESOS,3101,5,PRODUCTIVIDAD PARES / HOMBRE ( BOTAS ),3.59 prs/hom ,3.50 prs/hom ,100 % ,5,1,,85,68.6,80.7 %
2026,17,306,6,JEFATURA DE INGENIERÍA DE PROCESOS,3318,10,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN BOLSAS,$ 328.11 ,$ 338.81 ,100 % ,10,2,,85,68.6,80.7 %
2026,17,306,8,JEFATURA DE INGENIERÍA DE PROCESOS,3302,5,PRODUCTIVIDAD PIEZAS / HOMBRE  ( CINTOS ),105 pzs/hom ,92 pzs/hom ,100 % ,5,1,,85,68.6,80.7 %
2026,17,306,3,JEFATURA DE INGENIERÍA DE PROCESOS,3303,5,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA EN CINTOS,$ 51.35 ,$ 51.11 ,80 % ,4,3,,85,68.6,80.7 %
2026,17,306,12,JEFATURA DE INGENIERÍA DE PROCESOS,101 df,10,AUDITORIAS INTERNAS DE INGENIERÍA DE PROCESOS,37.5 % ,85 % ,37.5 % ,0,5,Mayor al 85 %,85,68.6,80.7 %
2026,17,306,13,JEFATURA DE INGENIERÍA DE PROCESOS,102 q,5,"AUDITORIA DE 5'S EN EL ÁREA DE INGENIERÍA DE PROCESOS",92 % ,100 % ,92 % ,4.6,3,Resultado Logrado,85,68.6,80.7 %
2026,17,103,4,JEFATURA DE PPCP,1304,10,ADMINISTRACIÓN DE LA DEMANDA DE CHAMARRAS,14 semanas ,24 semanas ,58.3 % ,5.8,3,Resultado Logrado,95,67.9,71.5 %
2026,17,103,5,JEFATURA DE PPCP,1305,10,ADMINISTRACIÓN DE LA DEMANDA DE BOLSAS,17 semanas ,24 semanas ,70.8 % ,7.1,3,Resultado Logrado,95,67.9,71.5 %
2026,17,103,3,JEFATURA DE PPCP,1303,10,ADMINISTRACIÓN DE LA DEMANDA DE BILLETERAS,17 semanas ,24 semanas ,70.8 % ,7.1,3,Resultado Logrado,95,67.9,71.5 %
2026,17,103,2,JEFATURA DE PPCP,1302,10,ADMINISTRACIÓN DE LA DEMANDA DE CINTOS,16 semanas ,24 semanas ,66.7 % ,6.7,3,Resultado Logrado,95,67.9,71.5 %
2026,17,103,7,JEFATURA DE PPCP,1307,10,CUMPLIMIENTO DEL PRESUPUESTO EN AVÍOS <BR> ( MATERIALES GESTIONADOS POR PPCP ),"$ 1,687,874 ","$ 2,424,438 ",69.6 % ,10,2,Menor al 110 %,95,67.9,71.5 %
2026,17,103,9,JEFATURA DE PPCP,103 f,5,ROTACIÓN DE PERSONAL ADMINISTRATIVO,2.3 % ,3 % ,100 % ,5,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,95,67.9,71.5 %
2026,17,103,10,JEFATURA DE PPCP,1005,,GPTW,NA , , ,,0,,95,67.9,71.5 %
2026,17,103,6,JEFATURA DE PPCP,1306,10,EFECTIVIDAD DE ÍTEMS NEGROS / AMARILLOS VS NECESIDAD EN PREMONTADO <BR> ( ÍTEMS SIN EXISTENCIA O PARCIALIDADES DE AVÍO QUE CONTROLA PPCP ),1.2 items ,1 item ,80 % ,8,3,,95,67.9,71.5 %
2026,17,103,8,JEFATURA DE PPCP,102 h,5,"AUDITORIA DE 5'S EN EL ÁREA DE PPCP",94.2 % ,100 % ,94.2 % ,4.7,3,Resultado Logrado,95,67.9,71.5 %
2026,17,103,1,JEFATURA DE PPCP,1301,25,ADMINISTRACIÓN DE LA DEMANDA DE BOTAS,13 semanas ,24 semanas ,54.2 % ,13.5,3,Resultado Logrado,95,67.9,71.5 %
2026,17,309,3,JEFATURA DE MAQUILAS,3903,15,EFICIENCIA EN TIEMPO DE ENTREGA DE LOS PROVEEDORES DE AVÍOS <BR> ( CFI MÁXIMO 7 DÍAS HÁBILES Y MORAN MÁXIMO 8 DÍAS HÁBILES ),93.2 % ,95 % ,90 % ,13.5,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,95,68.7,72.3 %
2026,17,309,1,JEFATURA DE MAQUILAS,3901,20,CUMPLIMIENTO DE FECHAS DE ENTREGA DE BETA 7 <BR> VS FECHAS ESTABLECIDAS DE ENTREGA <BR> ( MÁXIMO 17 DÍAS HÁBILES A PARTIR DE LA FECHA DE PROGRAMACIÓN ),93.1 % ,95 % ,90 % ,18,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,95,68.7,72.3 %
2026,17,309,2,JEFATURA DE MAQUILAS,3902,15,CUMPLIMIENTO DE FECHAS DE ENTREGA DE MAQUILA EXTERNA DE CINTOS <BR> VS FECHAS ESTABLECIDAS DE ENTREGA <BR> ( MÁXIMO 13 DÍAS HÁBILES A PARTIR DE LA FECHA DE PROGRAMACIÓN ),91.2 % ,95 % ,90 % ,13.5,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,95,68.7,72.3 %
2026,17,309,10,JEFATURA DE MAQUILAS,1005,,GPTW,NA , , ,,0,,95,68.7,72.3 %
2026,17,309,5,JEFATURA DE MAQUILAS,3905,10,CUMPLIMIENTO EN EL REGRESOS DE MATERIALES  SOBRANTES AL ALMACÉN DE PIELES <BR> PARA PROGRAMAS DE MAQUILA EXTERNA DE CINTOS  <BR> ( REGRESOS EN UN MÁXIMO DE 21 DÍAS NATURALES DESPUÉS DE SU PROGRAMACIÓN ),77.8 % ,100 % ,0 % ,0,5,,95,68.7,72.3 %
2026,17,309,9,JEFATURA DE MAQUILAS,103 d,5,ROTACIÓN DE PERSONAL DE ÁREAS OPERATIVAS,3.8 % ,3 % ,80 % ,4,3,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,95,68.7,72.3 %
2026,17,309,6,JEFATURA DE MAQUILAS,3906,5,EFICIENCIA EN LA ACTUALIZACIÓN DE COSTOS PARA MAQUILAS <BR> ( LOS COSTOS EN SISTEMA Y LOS DOCUMENTOS DE LA CARPETA DE ANEXOS  DEBEN<BR> SER ACTUALIZADOS EN MÁXIMO EN UNA SEMANA HÁBIL SIGUIENTE A SU RECEPCIÓN ),100 % ,100 % ,100 % ,5,1,,95,68.7,72.3 %
2026,17,309,7,JEFATURA DE MAQUILAS,101 di,10,AUDITORIAS INTERNAS DE MAQUILAS,76.8 % ,85 % ,76.8 % ,0,5,Mayor al 85 %,95,68.7,72.3 %
2026,17,309,8,JEFATURA DE MAQUILAS,102 t,5,"AUDITORIA DE 5'S EN EL ÁREA DE MAQUILAS",93.4 % ,100 % ,93.4 % ,4.7,3,Resultado Logrado,95,68.7,72.3 %
2026,17,309,4,JEFATURA DE MAQUILAS,3904,10,CUMPLIMIENTO EN EL REGRESOS DE MATERIALES SOBRANTES  AL ALMACÉN DE PIELES  <BR>  PARA PROGRAMAS DE BETA 7 <BR> ( REGRESOS EN UN MÁXIMO DE 28 DÍAS NATURALES DESPUÉS DE SU PROGRAMACIÓN ),100 % ,100 % ,100 % ,10,1,,95,68.7,72.3 %
2026,17,301,6,JEFATURA DE PRODUCCIÓN BOTAS I,3104,5,EFECTIVIDAD EN ENTREGAS A PT ( ANTIGÜEDAD DE LOTES EN WIP ),82 % ,100 % ,82 % ,4.1,3,Resultado Logrado,80,59.8,74.8 %
2026,17,301,12,JEFATURA DE PRODUCCIÓN BOTAS I,1005,,GPTW,NA , , ,,0,,80,59.8,74.8 %
2026,17,301,1,JEFATURA DE PRODUCCIÓN BOTAS I,3001,22,PRODUCTIVIDAD DE BOTAS,"136,114 prs ","139,680 prs ",97.4 % ,21.4,3,Mayor al 70 %,80,59.8,74.8 %
2026,17,301,5,JEFATURA DE PRODUCCIÓN BOTAS I,3103,7,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> DE MATERIALES DIRECTOS E INDIRECTOS,100 % ,95 % ,100 % ,7,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,80,59.8,74.8 %
2026,17,301,4,JEFATURA DE PRODUCCIÓN BOTAS I,3102,7,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA DE BOTAS,$ 250.69 ,$ 239.01 ,60 % ,4.2,3,,80,59.8,74.8 %
2026,17,301,7,JEFATURA DE PRODUCCIÓN BOTAS I,3105,5,REPROCESOS EN PLANTA ( LINEA DE BOTAS ),4.7 % ,5 % ,100 % ,5,2,5 %  -  100 %<BR>6.5 %  -  80 %<BR>8 %  -  60 %,80,59.8,74.8 %
2026,17,301,10,JEFATURA DE PRODUCCIÓN BOTAS I,102 l,5,"AUDITORIA DE 5'S EN EL ÁREA DE BOTAS I",81.8 % ,100 % ,81.8 % ,4.1,3,Resultado Logrado,80,59.8,74.8 %
2026,17,301,11,JEFATURA DE PRODUCCIÓN BOTAS I,103 b,5,ROTACIÓN DE PERSONAL DE BOTAS,5.4 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,80,59.8,74.8 %
2026,17,301,3,JEFATURA DE PRODUCCIÓN BOTAS I,3101,7,PRODUCTIVIDAD PARES / HOMBRE ( BOTAS ),3.59 prs/hom ,3.50 prs/hom ,100 % ,7,1,,80,59.8,74.8 %
2026,17,301,8,JEFATURA DE PRODUCCIÓN BOTAS I,3106,7,BAJAS DE CALIDAD EN PRODUCCIÓN ( LINEA DE BOTAS ),0 % ,0.5 % ,100 % ,7,2,0.5 %  -  100 %<BR>1 %  -  80 %<BR>1.5 %  -  60 %,80,59.8,74.8 %
2026,17,301,9,JEFATURA DE PRODUCCIÓN BOTAS I,101 da,10,AUDITORIAS INTERNAS DE PRODUCCIÓN BOTAS I,76.9 % ,85 % ,76.9 % ,0,5,Mayor al 85 %,80,59.8,74.8 %
2026,17,302,12,JEFATURA DE PRODUCCIÓN BOTAS II,1005,,GPTW,NA , , ,,0,,80,60.3,75.4 %
2026,17,302,11,JEFATURA DE PRODUCCIÓN BOTAS II,103 b,5,ROTACIÓN DE PERSONAL DE BOTAS,5.4 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,80,60.3,75.4 %
2026,17,302,5,JEFATURA DE PRODUCCIÓN BOTAS II,3103,7,CUMPLIMIENTO DEL COSTO PRESUPUESTADO <BR> DE MATERIALES DIRECTOS E INDIRECTOS,100 % ,95 % ,100 % ,7,1,95 %  -  100 %<BR>94 %  -  80 %<BR>93 %  -  60 %,80,60.3,75.4 %
2026,17,302,6,JEFATURA DE PRODUCCIÓN BOTAS II,3104,5,EFECTIVIDAD EN ENTREGAS A PT ( ANTIGÜEDAD DE LOTES EN WIP ),82 % ,100 % ,82 % ,4.1,3,Resultado Logrado,80,60.3,75.4 %
2026,17,302,3,JEFATURA DE PRODUCCIÓN BOTAS II,3101,7,PRODUCTIVIDAD PARES / HOMBRE ( BOTAS ),3.59 prs/hom ,3.50 prs/hom ,100 % ,7,1,,80,60.3,75.4 %
2026,17,302,1,JEFATURA DE PRODUCCIÓN BOTAS II,3001,22,PRODUCTIVIDAD DE BOTAS,"136,114 prs ","139,680 prs ",97.4 % ,21.4,3,Mayor al 70 %,80,60.3,75.4 %
2026,17,302,4,JEFATURA DE PRODUCCIÓN BOTAS II,3102,7,PRESUPUESTO DE COSTO DE MANO DE OBRA DIRECTA DE BOTAS,$ 250.69 ,$ 239.01 ,60 % ,4.2,3,,80,60.3,75.4 %
2026,17,302,9,JEFATURA DE PRODUCCIÓN BOTAS II,101 db,10,AUDITORIAS INTERNAS DE PRODUCCIÓN BOTAS II,12.3 % ,85 % ,12.3 % ,0,5,Mayor al 85 %,80,60.3,75.4 %
2026,17,302,7,JEFATURA DE PRODUCCIÓN BOTAS II,3105,5,REPROCESOS EN PLANTA ( LINEA DE BOTAS ),4.7 % ,5 % ,100 % ,5,2,5 %  -  100 %<BR>6.5 %  -  80 %<BR>8 %  -  60 %,80,60.3,75.4 %
2026,17,302,10,JEFATURA DE PRODUCCIÓN BOTAS II,102 m,5,"AUDITORIA DE 5'S EN EL ÁREA DE BOTAS II",91.8 % ,100 % ,91.8 % ,4.6,3,Resultado Logrado,80,60.3,75.4 %
2026,17,302,8,JEFATURA DE PRODUCCIÓN BOTAS II,3106,7,BAJAS DE CALIDAD EN PRODUCCIÓN ( LINEA DE BOTAS ),0 % ,0.5 % ,100 % ,7,2,0.5 %  -  100 %<BR>1 %  -  80 %<BR>1.5 %  -  60 %,80,60.3,75.4 %
2026,19,100,8,DIRECCIÓN MBC,1008,,TALEN REVIEW JEFATURAS ( INICIO DE PLAN ),NA , , ,,0,,70,56.8,81.1 %
2026,19,100,1,DIRECCIÓN MBC,1001,10,VENTAS NETAS,"$ 890,815,988 ","$ 823,672,006 ",108.2 % ,10,1,Mayor al 70 %,70,56.8,81.1 %
2026,19,100,4,DIRECCIÓN MBC,1004,10,FLUJO DE EFECTIVO,62.2 % ,80 % ,62.2 % ,0,5,Mayor al 80 %,70,56.8,81.1 %
2026,19,100,2,DIRECCIÓN MBC,1002,36,UTILIDADES DE OPERACIÓN,"$ 248,225,584 ","$ 213,304,663 ",116.4 % ,36,1,Mayor al 70 %,70,56.8,81.1 %
2026,19,100,5,DIRECCIÓN MBC,1005,,GPTW,NA , , ,,0,,70,56.8,81.1 %
2026,19,100,12,DIRECCIÓN MBC,1012,,DYNAMICS ( ERP MBC ),NA , , ,,0,,70,56.8,81.1 %
2026,19,100,10,DIRECCIÓN MBC,1010,3,INVERSIONES ( EFICIENCIA OPERATIVA TESEO ),45.7 % ,75 % ,45.7 % ,0,5,Mayor al 75 %,70,56.8,81.1 %
2026,19,100,11,DIRECCIÓN MBC,1011,5,PROCESOS ( MAPEO DE PROCESOS ),95.3 % ,80 % ,95.3 % ,4.8,3,Mayor al 80 %,70,56.8,81.1 %
2026,19,100,9,DIRECCIÓN MBC,1009,6,VENTAS DEPARTAMENTALES,"$ 15,745,916 ","$ 15,690,115 ",100.4 % ,6,1,Mayor al  %,70,56.8,81.1 %
2026,19,100,6,DIRECCIÓN MBC,1006,,SUSSESION PLAN ( PLAN DE SUCESIÓN PARA GERENTES ),NA , , ,,0,,70,56.8,81.1 %
2026,19,100,3,DIRECCIÓN MBC,1003,,UTILIDADES DE OPERACIÓN CORPORATIVA,NA , , ,,0,,70,56.8,81.1 %
2026,19,100,7,DIRECCIÓN MBC,1007,,TALEN REVIEW GERENCIAS ( PLAN DE DESARROLLO  ),NA , , ,,0,,70,56.8,81.1 %
2026,19,200,6,GERENCIA ADMINISTRATIVA,2003,5,GASTOS DE VENTA  ( GASTOS FIJOS QUE NO DEPENDEN DE LA VENTA ),"$ 16,083,487 ","$ 13,755,323 ",116.9 % ,4.2,3,Menor al 130 %,67,58,86.6 %
2026,19,200,5,GERENCIA ADMINISTRATIVA,2002,8,GASTOS DE CENTRO DE SERVICIOS,"$ 8,129,425 ","$ 8,236,720 ",98.7 % ,8,2,Menor al 130 %,67,58,86.6 %
2026,19,200,7,GERENCIA ADMINISTRATIVA,2004,4,CUENTAS POR COBRAR,58.9 dias ,60 dias ,98.2 % ,4,2,Menor al 130 %,67,58,86.6 %
2026,19,200,4,GERENCIA ADMINISTRATIVA,2001,8,GASTOS DE ADMINISTRACIÓN,"$ 19,114,292 ","$ 20,471,934 ",93.4 % ,8,2,Menor al 130 %,67,58,86.6 %
2026,19,200,8,GERENCIA ADMINISTRATIVA,2005,4,CUENTAS POR PAGAR,34.2 dias ,40 dias ,85.5 % ,4,2,Menor al 130 %,67,58,86.6 %
2026,19,200,15,GERENCIA ADMINISTRATIVA,102 b,8,"AUDITORIAS DE 5'S EN LAS ÁREAS DE ADMINISTRACION",95.3 % ,95 % ,100 % ,8,1,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,67,58,86.6 %
2026,19,200,13,GERENCIA ADMINISTRATIVA,1012,,DYNAMICS ( ERP MBC ),NA , , ,,0,,67,58,86.6 %
2026,19,200,16,GERENCIA ADMINISTRATIVA,103 f,3,ROTACIÓN DE PERSONAL ADMINISTRATIVO,2.3 % ,3 % ,100 % ,3,2,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,67,58,86.6 %
2026,19,200,11,GERENCIA ADMINISTRATIVA,1008,,TALEN REVIEW JEFATURAS ( INICIO DE PLAN ),NA , , ,,0,,67,58,86.6 %
2026,19,200,2,GERENCIA ADMINISTRATIVA,1002,10,UTILIDADES DE OPERACIÓN,"$ 248,225,584 ","$ 213,304,663 ",116.4 % ,10,1,Mayor al 70 %,67,58,86.6 %
2026,19,200,9,GERENCIA ADMINISTRATIVA,1006,,SUSSESION PLAN ( PLAN DE SUCESIÓN PARA GERENTES ),NA , , ,,0,,67,58,86.6 %
2026,19,200,1,GERENCIA ADMINISTRATIVA,1001,5,VENTAS NETAS,"$ 890,815,988 ","$ 823,672,006 ",108.2 % ,5,1,Mayor al 70 %,67,58,86.6 %
2026,19,200,10,GERENCIA ADMINISTRATIVA,1007,,TALEN REVIEW GERENCIAS ( PLAN DE DESARROLLO  ),NA , , ,,0,,67,58,86.6 %
2026,19,200,3,GERENCIA ADMINISTRATIVA,1004,8,FLUJO DE EFECTIVO,62.2 % ,80 % ,62.2 % ,0,5,Mayor al 80 %,67,58,86.6 %
2026,19,200,14,GERENCIA ADMINISTRATIVA,101 c,,AUDITORIAS INTERNAS ADMINISTRATIVAS,NA , , ,,0,,67,58,86.6 %
2026,19,200,17,GERENCIA ADMINISTRATIVA,1005,,GPTW,NA , , ,,0,,67,58,86.6 %
2026,19,200,12,GERENCIA ADMINISTRATIVA,1011,4,PROCESOS ( MAPEO DE PROCESOS ),95.3 % ,80 % ,95.3 % ,3.8,3,Mayor al 80 %,67,58,86.6 %
2026,19,1,1,MBC,1001,10,VENTAS NETAS,"$ 890,815,988 ","$ 823,672,006 ",108.2 % ,10,1,Mayor al 70 %,75,62.3,83.1 %
2026,19,1,15,MBC,102 a,3,"AUDITORIAS DE 5'S ( MBC )",91.7 % ,95 % ,90 % ,2.7,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,75,62.3,83.1 %
2026,19,1,14,MBC,101,5,AUDITORIAS INTERNAS ( MBC ),64.8 % ,85 % ,64.8 % ,0,5,Mayor al 85 %,75,62.3,83.1 %
2026,19,1,16,MBC,103 a,3,ROTACIÓN DE PERSONAL MBC,4.2 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,75,62.3,83.1 %
2026,19,1,7,MBC,105,4,ENTREGAS A TIEMPO  |  TIENDAS CUADRA & CORRAL,89.2 | 94.7 ,95 % ,60 | 80 ,2.8,3,95 %  -  100 %<BR>90 %  -  80 %<BR>85 %  -  60 %,75,62.3,83.1 %
2026,19,1,13,MBC,1011,4,PROCESOS ( MAPEO DE PROCESOS ),95.3 % ,80 % ,95.3 % ,3.8,3,Mayor al 80 %,75,62.3,83.1 %
2026,19,1,17,MBC,1005,,GPTW,NA , , ,,0,,75,62.3,83.1 %
2026,19,1,12,MBC,1007,,TALEN REVIEW GERENCIAS ( PLAN DE DESARROLLO  ),NA , , ,,0,,75,62.3,83.1 %
2026,19,1,4,MBC,104,3,DÍAS DE WIP  |  BOTAS & ACCESORIOS,12 | 6.1 ,12 | 7 ,100 | 100 ,3,2,12 | 7  -  100 %<BR>13 | 8  -  80 %<BR>14 | 9  -  60 %,75,62.3,83.1 %
2026,19,1,2,MBC,1002,40,UTILIDADES DE OPERACIÓN,"$ 248,225,584 ","$ 213,304,663 ",116.4 % ,40,1,Mayor al 70 %,75,62.3,83.1 %
2026,19,1,3,MBC,1003,,UTILIDADES DE OPERACIÓN CORPORATIVA,NA , , ,,0,,75,62.3,83.1 %
2026,19,1,11,MBC,1006,,SUSSESION PLAN ( PLAN DE SUCESIÓN PARA GERENTES ),NA , , ,,0,,75,62.3,83.1 %
2026,19,1,10,MBC,3009,3,BAJAS DE CALIDAD ( DEVOLUCIONES MAS BAJAS ),2.1 % ,0.5 % ,0 % ,0,4,0.5 %  -  100 %<BR>1 %  -  85 %<BR>1.5 %  -  70 %,75,62.3,83.1 %
2026,19,300,8,GERENCIA OPERATIVA,3006,6,DÍAS DE WIP  |  BOTAS Y ACCESORIOS,12 | 6.1 ,12 | 7 ,100 | 100 ,6,2,12 | 7  -  100 %<BR>13 | 8  -  80 %<BR>14 | 9  -  60 %,77,54.7,71 %
2026,19,300,19,GERENCIA OPERATIVA,102 c,5,"AUDITORIAS DE 5'S EN LAS ÁREAS DE OPERACIONES",91.3 % ,95 % ,90 % ,4.5,3,95 %  -  100 %<BR>90 %  -  90 %<BR>85 %  -  80 %,77,54.7,71 %
2026,19,300,2,GERENCIA OPERATIVA,1002,5,UTILIDADES DE OPERACIÓN,"$ 248,225,584 ","$ 213,304,663 ",116.4 % ,5,1,Mayor al 70 %,77,54.7,71 %
2026,19,300,11,GERENCIA OPERATIVA,3009,4,BAJAS DE CALIDAD ( DEVOLUCIONES MAS BAJAS ),2.1 % ,0.5 % ,0 % ,0,4,0.5 %  -  100 %<BR>1 %  -  85 %<BR>1.5 %  -  70 %,77,54.7,71 %
2026,19,300,1,GERENCIA OPERATIVA,1001,5,VENTAS NETAS,"$ 890,815,988 ","$ 823,672,006 ",108.2 % ,5,1,Mayor al 70 %,77,54.7,71 %
2026,19,300,12,GERENCIA OPERATIVA,1006,,SUSSESION PLAN ( PLAN DE SUCESIÓN PARA GERENTES ),NA , , ,,0,,77,54.7,71 %
2026,19,300,20,GERENCIA OPERATIVA,103 e,4,ROTACIÓN DE PERSONAL OPERACIONES,4.3 % ,3 % ,0 % ,0,4,3 %  -  100 %<BR>3.5 %  -  90 %<BR>4 %  -  80 %,77,54.7,71 %
